question,dateFinished,dueDate,action_code,activityNameEN,planned,time:timestamp,monitoringResource,org:resource,activityNameNL,concept:name,lifecycle:transition,case:concept:name,case:Responsible_actor,case:endDate,case:caseStatus,case:parts,case:SUMleges,case:last_phase,case:case_type,case:startDate,case:requestComplete,case:IDofConceptCase,case:termName,case:caseProcedure,case:landRegisterID,case:Includes_subCases,dateStop,case:endDatePlanned
True,2014-12-31 00:00:00+00:00,,04_BPT_005,regular procedure without MER,2015-01-01 08:19:23+00:00,2014-12-30 23:00:00+00:00,1550894,560752,reguliere procedure zonder MER,04_BPT_005,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
True,2014-12-31 00:00:00+00:00,,01_HOOFD_065_0,create procedure confirmation,2015-01-01 08:19:27+00:00,2014-12-30 23:00:00+00:00,1550894,560752,procedurebevestiging aanmaken,01_HOOFD_065_0,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
False,2014-12-31 00:00:00+00:00,,01_HOOFD_090,publish,2015-01-01 08:24:07+00:00,2014-12-30 23:00:00+00:00,1550894,560752,publiceren,01_HOOFD_090,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
False,2014-12-31 00:00:00+00:00,,01_HOOFD_110_0,create subcases completeness,2015-01-01 08:24:07+00:00,2014-12-30 23:00:00+00:00,1550894,560752,deelzaken volledigheid aanmaken,01_HOOFD_110_0,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
False,2014-12-31 00:00:00+00:00,,01_HOOFD_180,procedure change,2015-01-01 08:24:07+00:00,2014-12-30 23:00:00+00:00,1550894,560752,procedure verandering,01_HOOFD_180,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2014-12-31 00:00:00+00:00,,01_HOOFD_061,start WABOprocedure,2015-01-01 08:19:26+00:00,2014-12-30 23:00:00+00:00,1550894,560752,WABOprocedure instellen,01_HOOFD_061,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2014-12-31 00:00:00+00:00,,01_HOOFD_065_1,send procedure confirmation,2015-01-01 08:19:27+00:00,2014-12-30 23:00:00+00:00,1550894,560752,procedurebevestiging versturen,01_HOOFD_065_1,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2014-12-31 00:00:00+00:00,2015-01-05 08:19:22+00:00,01_HOOFD_015,phase application received,2015-01-01 08:19:22+00:00,2014-12-30 23:00:00+00:00,1550894,560752,fase aanvraag ontvangen,01_HOOFD_015,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2014-12-31 00:00:00+00:00,,01_HOOFD_065_2,enter senddate procedure confirmation,2015-01-01 08:24:07+00:00,2014-12-31 08:24:07+00:00,1550894,560752,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
True,2015-02-19 00:00:00+00:00,,06_VD_010,extend procedure term,2015-01-01 08:24:07+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,verlengen proceduretermijn,06_VD_010,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
42,2015-02-19 00:00:00+00:00,,06_VD_020,register number of days extension period,2015-02-20 12:20:08+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,registreren aantal dagen verlengingstermijn,06_VD_020,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
False,2015-02-19 00:00:00+00:00,,06_VD_030_2,decision date prior to decision,2015-02-20 12:20:17+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,besluitdatum voorafgaand aan beschikking,06_VD_030_2,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
False,2015-02-19 00:00:00+00:00,,03_VD_060_0,create cover letter extend procedure term,2015-02-20 12:22:41+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,begeleidende brief verlengen proceduretermijn aanmaken,03_VD_060_0,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_060_3,enter senddate procedure term extension,2015-02-20 12:22:57+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,verzenddatum beschikking verlengen proceduretermijn invullen,06_VD_060_3,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_030_1,creating decision procedure term extension,2015-02-20 12:20:15+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,aanmaken besluit verlengen proceduretermijn,06_VD_030_1,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_035,phase procedure extended,2015-02-20 12:22:41+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,fase proceduretermijn verlengd,06_VD_035,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_030_1a,set decision status,2015-02-20 12:20:15+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,instellen besluitstatus,06_VD_030_1a,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_030_4,create decision procedure term extension,2015-02-20 12:20:17+00:00,2015-02-18 23:00:00+00:00,1550894,1550894,genereren beschikking verlengen proceduretermijn,06_VD_030_4,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_030_5,enter date decision procedure term extension,2015-02-20 12:21:44+00:00,2015-02-19 23:00:00+00:00,1550894,1550894,registreren datum besluit verlengen proceduretermijn,06_VD_030_5,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_060_2,enter senddate decision procedure term extension,2015-02-20 12:22:41+00:00,2015-02-19 23:00:00+00:00,1550894,1550894,invoeren verzenddatum beschikking verlengen proceduretermijn,06_VD_060_2,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_060_2a,start decision phase extension granted,2015-02-20 12:22:52+00:00,2015-02-19 23:00:00+00:00,1550894,1550894,instellen besluitfase:verlengen besloten,06_VD_060_2a,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-02-19 00:00:00+00:00,,06_VD_030_5a,start decision phase extension granted,2015-02-20 12:22:41+00:00,2015-02-19 23:00:00+00:00,1550894,1550894,instellen besluitfase:verlengen besloten,06_VD_030_5a,complete,10938599,1550894,,O,"Handelen in strijd met regels RO,Bouw",,Proceduretermijn verlengd,557669,2014-12-29 23:00:00+00:00,True,10938606.0,Termijn tot besluit verlengd,,,,,
EMPTY,2015-01-07 00:00:00+00:00,2015-01-12 08:08:32+00:00,01_HOOFD_010,register submission date request,2015-01-08 08:08:32+00:00,2015-01-05 23:00:00+00:00,560752,560752,registratie datum binnenkomst aanvraag,01_HOOFD_010,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,01_HOOFD_011,OLO messaging active,2015-01-08 08:13:14+00:00,2015-01-06 23:00:00+00:00,560852,560752,OLO berichtenverkeer actief,01_HOOFD_011,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,01_HOOFD_020,send confirmation receipt,2015-01-08 08:13:15+00:00,2015-01-06 23:00:00+00:00,560852,560752,versturen ontvangstbevestiging,01_HOOFD_020,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,02_DRZ_010,forward to the competent authority,2015-01-08 08:13:15+00:00,2015-01-06 23:00:00+00:00,560852,560752,doorsturen aan bevoegd gezag,02_DRZ_010,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
True,2015-01-07 00:00:00+00:00,,04_BPT_005,regular procedure without MER,2015-01-08 08:13:16+00:00,2015-01-06 23:00:00+00:00,560852,560752,reguliere procedure zonder MER,04_BPT_005,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
True,2015-01-07 00:00:00+00:00,,01_HOOFD_065_0,create procedure confirmation,2015-01-08 08:31:20+00:00,2015-01-06 23:00:00+00:00,560852,560752,procedurebevestiging aanmaken,01_HOOFD_065_0,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,01_HOOFD_090,publish,2015-01-08 08:39:33+00:00,2015-01-06 23:00:00+00:00,560852,560752,publiceren,01_HOOFD_090,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,01_HOOFD_110_0,create subcases completeness,2015-01-08 08:39:33+00:00,2015-01-06 23:00:00+00:00,560852,560752,deelzaken volledigheid aanmaken,01_HOOFD_110_0,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-07 00:00:00+00:00,,01_HOOFD_180,procedure change,2015-01-08 08:39:33+00:00,2015-01-06 23:00:00+00:00,560852,560752,procedure verandering,01_HOOFD_180,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-01-07 00:00:00+00:00,,01_HOOFD_065_1,send procedure confirmation,2015-01-08 08:31:20+00:00,2015-01-06 23:00:00+00:00,560852,560752,procedurebevestiging versturen,01_HOOFD_065_1,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-01-07 00:00:00+00:00,,01_HOOFD_061,start WABOprocedure,2015-01-08 08:31:20+00:00,2015-01-06 23:00:00+00:00,560852,560752,WABOprocedure instellen,01_HOOFD_061,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-01-07 00:00:00+00:00,2015-01-12 08:13:14+00:00,01_HOOFD_015,phase application received,2015-01-08 08:13:14+00:00,2015-01-06 23:00:00+00:00,560852,560752,fase aanvraag ontvangen,01_HOOFD_015,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-01-07 00:00:00+00:00,,01_HOOFD_065_2,enter senddate procedure confirmation,2015-01-08 08:39:33+00:00,2015-01-07 08:39:33+00:00,560852,560752,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
True,2015-02-05 00:00:00+00:00,,08_AWB45_005,request complete,2015-01-08 08:39:34+00:00,2015-02-04 23:00:00+00:00,560852,560852,aanvraag volledig,08_AWB45_005,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_200,send letter in progress,2015-02-06 10:03:43+00:00,2015-02-04 23:00:00+00:00,560852,560852,brief in behandeling versturen,01_HOOFD_200,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_250_0,create subcases content,2015-02-06 10:03:43+00:00,2015-02-04 23:00:00+00:00,560852,560852,deelzaken inhoudelijkheid aanmaken,01_HOOFD_250_0,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_330,procedure change,2015-02-06 10:03:44+00:00,2015-02-04 23:00:00+00:00,560852,560852,procedure verandering,01_HOOFD_330,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,09_AH_I_010,article 34  WABO applies,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,artikel 34 WABO van toepassing,09_AH_I_010,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_380,grounds for refusal,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,weigeringsgrond,01_HOOFD_380,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_430,ask stakeholders views,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,belanghebbenden zienswijzen vragen,01_HOOFD_430,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,11_AH_II_010,suspension ground applicable,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,aanhoudingsgrond van toepassing,11_AH_II_010,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,13_CRD_010,coordination of application,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,coördinatie van toepassing,13_CRD_010,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_480,by law,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,van rechtswege,01_HOOFD_480,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-05 00:00:00+00:00,,01_HOOFD_490_2,decision date prior to decision,2015-02-06 10:03:48+00:00,2015-02-04 23:00:00+00:00,560852,560852,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-05 00:00:00+00:00,,01_HOOFD_375,phase advice known,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,fase advies bekend,01_HOOFD_375,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-05 00:00:00+00:00,,01_HOOFD_490_1,creating environmental permit decision,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-05 00:00:00+00:00,,01_HOOFD_195,phase application receptive,2015-02-06 10:03:43+00:00,2015-02-04 23:00:00+00:00,560852,560852,fase aanvraag ontvankelijk,01_HOOFD_195,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-05 00:00:00+00:00,,01_HOOFD_490_1a,set decision status,2015-02-06 10:03:45+00:00,2015-02-04 23:00:00+00:00,560852,560852,instellen besluitstatus,01_HOOFD_490_1a,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-02-12 00:00:00+00:00,,01_HOOFD_491,submit decision,2015-02-13 08:33:27+00:00,2015-02-11 23:00:00+00:00,560852,560781,beschikking voorleggen,01_HOOFD_491,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
42,2015-02-12 00:00:00+00:00,,01_HOOFD_500,register objection and appeal periods,2015-02-13 08:33:33+00:00,2015-02-11 23:00:00+00:00,560852,560781,registreren bezwaar beroepstermijn,01_HOOFD_500,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
True,2015-02-12 00:00:00+00:00,,01_HOOFD_510_0,creating cover letter decision,2015-02-13 08:33:33+00:00,2015-02-11 23:00:00+00:00,560852,560781,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-12 00:00:00+00:00,,01_HOOFD_490_5a,set decision phase decision permitting decided,2015-02-13 08:33:30+00:00,2015-02-11 23:00:00+00:00,560852,560781,instellen besluitfase:besluit vergunnen besloten,01_HOOFD_490_5a,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-12 00:00:00+00:00,,01_HOOFD_494a,phase decision ready,2015-02-13 08:33:27+00:00,2015-02-11 23:00:00+00:00,560852,560781,fase beschikking gereed,01_HOOFD_494a,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-12 00:00:00+00:00,,01_HOOFD_490_4,generating decision environmental permit,2015-02-06 10:03:48+00:00,2015-02-11 23:00:00+00:00,560852,560781,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-12 00:00:00+00:00,,01_HOOFD_495,phase decision taken,2015-02-13 08:33:33+00:00,2015-02-11 23:00:00+00:00,560852,560781,fase besluit genomen,01_HOOFD_495,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-12 00:00:00+00:00,,01_HOOFD_490_5,record date of decision environmental permit,2015-02-13 08:33:27+00:00,2015-02-12 08:33:27+00:00,560852,560781,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_515,phase decision sent,2015-02-16 07:46:55+00:00,2015-02-12 23:00:00+00:00,560852,560781,fase beschikking verzonden,01_HOOFD_515,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_510_3,enter senddate decision environmental permit,2015-02-16 07:46:54+00:00,2015-02-12 23:00:00+00:00,560852,560781,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_510_2a,start decision phase decision permitting sent,2015-02-16 07:46:52+00:00,2015-02-12 23:00:00+00:00,560852,560781,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_510_4,enter senddate decision,2015-02-16 07:46:54+00:00,2015-02-12 23:00:00+00:00,560852,560781,invoeren verzenddatum beschikking,01_HOOFD_510_4,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2015-02-13 08:33:33+00:00,2015-02-12 23:00:00+00:00,560852,560781,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
EMPTY,2015-02-13 00:00:00+00:00,,01_HOOFD_510_2,enter senddate decision environmental permit,2015-02-16 07:46:50+00:00,2015-02-13 07:46:50+00:00,560852,560781,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,complete,10964926,560852,2015-02-11 23:00:00+00:00,O,Bouw,2969.889,Beschikking verzonden,557669,2015-01-05 23:00:00+00:00,True,10964933.0,Termijn bezwaar en beroep 1,,,,,
False,2015-01-08 00:00:00+00:00,,01_HOOFD_011,OLO messaging active,2015-01-09 08:05:38+00:00,2015-01-07 23:00:00+00:00,560852,560781,OLO berichtenverkeer actief,01_HOOFD_011,complete,10977587,560852,2015-01-21 23:00:00+00:00,O,Monument,,Beschikking verzonden,557669,2015-01-07 23:00:00+00:00,True,,Termijn bezwaar en beroep 1,,,,,
False,2015-01-08 00:00:00+00:00,,01_HOOFD_020,send confirmation receipt,2015-01-09 08:05:38+00:00,2015-01-07 23:00:00+00:00,560852,560781,versturen ontvangstbevestiging,01_HOOFD_020,complete,10977587,560852,2015-01-21 23:00:00+00:00,O,Monument,,Beschikking verzonden,557669,2015-01-07 23:00:00+00:00,True,,Termijn bezwaar en beroep 1,,,,,
False,2015-01-08 00:00:00+00:00,,02_DRZ_010,forward to the competent authority,2015-01-09 08:05:39+00:00,2015-01-07 23:00:00+00:00,560852,560781,doorsturen aan bevoegd gezag,02_DRZ_010,complete,10977587,560852,2015-01-21 23:00:00+00:00,O,Monument,,Beschikking verzonden,557669,2015-01-07 23:00:00+00:00,True,,Termijn bezwaar en beroep 1,,,,,
