monitoringResource,org:resource,activityNameNL,concept:name,question,dateFinished,action_code,activityNameEN,planned,lifecycle:transition,time:timestamp,case:Includes_subCases,case:concept:name,case:Responsible_actor,case:endDate,case:caseStatus,case:parts,case:caseProcedure,case:last_phase,case:case_type,case:startDate,case:requestComplete,case:SUMleges,case:IDofConceptCase,case:termName,case:landRegisterID,dueDate,dateStop
560521,560530,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2013-08-21 14:01:27+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_490_4,generating decision environmental permit,2013-08-21 07:20:08+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,inhoudelijke beoordeling afgerond,01_HOOFD_370,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_370,assessment of content completed,2013-08-21 07:20:00+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,fase besluit genomen,01_HOOFD_495,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_495,phase decision taken,2013-08-21 14:01:27+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_490_1,creating environmental permit decision,2013-08-21 07:20:03+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,invoeren verzenddatum beschikking,01_HOOFD_510_4,EMPTY,2013-10-10 00:00:00+00:00,01_HOOFD_510_4,enter senddate decision,2013-10-11 15:23:05+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_250_2,completed subcases content,2013-06-13 12:59:36+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,EMPTY,2013-10-10 00:00:00+00:00,01_HOOFD_510_2a,start decision phase decision permitting sent,2013-10-11 15:23:03+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,instellen besluitstatus,01_HOOFD_490_1a,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_490_1a,set decision status,2013-08-21 07:20:03+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,fase beschikking gereed,01_HOOFD_494a,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_494a,phase decision ready,2013-08-21 14:01:21+00:00,complete,2013-08-19 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,EMPTY,2013-08-20 00:00:00+00:00,01_HOOFD_490_5,record date of decision environmental permit,2013-08-21 14:01:22+00:00,complete,2013-08-20 14:01:22+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,publicatie document aanmaken,01_HOOFD_519,False,2013-10-10 00:00:00+00:00,01_HOOFD_519,create publication document,2013-10-11 15:23:06+00:00,complete,2013-10-09 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,EMPTY,2013-10-10 00:00:00+00:00,01_HOOFD_510_3,enter senddate decision environmental permit,2013-10-11 15:23:05+00:00,complete,2013-10-09 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560530,fase beschikking verzonden,01_HOOFD_515,EMPTY,2013-10-10 00:00:00+00:00,01_HOOFD_515,phase decision sent,2013-10-11 15:23:06+00:00,complete,2013-10-09 22:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,bezwaar tegen beschikking ingediend,01_BB_540,False,2013-10-29 00:00:00+00:00,01_BB_540,objection lodged against decision,2013-10-11 15:23:06+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,fase zaak afgehandeld,01_HOOFD_815,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_815,phase case handled,2013-10-30 12:38:53+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,veld datum publicatie uitlezen,01_HOOFD_809,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_809,read publication date field,2013-10-30 12:38:49+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,fase zaak gearchiveerd,01_HOOFD_814,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_814,phase archived case,2013-10-30 12:38:53+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,fase besluit onherroepelijk,01_BB_775,EMPTY,2013-10-29 00:00:00+00:00,01_BB_775,phase decision irrevocable,2013-10-30 12:38:49+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,zaak afsluiten,01_HOOFD_820,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_820,close case,2013-10-30 12:38:53+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,stop alle lopende deelzaken 2b,01_HOOFD_811,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_811,stop all running subcases 2b,2013-10-30 12:38:53+00:00,complete,2013-10-28 23:00:00+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,instellen besluitfase: oorspronkelijk besluit,01_BB_770,EMPTY,2013-10-29 00:00:00+00:00,01_BB_770,set phase: phase permitting irrevocable,2013-10-30 12:38:48+00:00,complete,2013-10-29 12:38:48+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560521,560521,registratie einddatum,01_HOOFD_810,EMPTY,2013-10-29 00:00:00+00:00,01_HOOFD_810,register deadline,2013-10-30 12:38:49+00:00,complete,2013-10-29 12:38:49+00:00,J,20466285,560521,2013-10-29 12:38:49+00:00,G,"Bouw,Handelen in strijd met regels RO,Milieu (melding)",,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,False,3841.551,,,,,
560530,560530,registratie datum binnenkomst aanvraag,01_HOOFD_010,EMPTY,2013-03-21 15:28:09+00:00,01_HOOFD_010,register submission date request,2013-03-26 14:25:07+00:00,complete,2013-03-20 23:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,OLO berichtenverkeer actief,01_HOOFD_011,False,2013-03-21 15:28:09+00:00,01_HOOFD_011,OLO messaging active,2013-03-22 14:28:01+00:00,complete,2013-03-21 14:28:01+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,versturen ontvangstbevestiging,01_HOOFD_020,True,2013-03-21 15:28:09+00:00,01_HOOFD_020,send confirmation receipt,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:28:02+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,aanvrager is belanghebbende,03_GBH_005,True,2013-03-21 15:28:09+00:00,03_GBH_005,applicant is stakeholder,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:28:02+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,beeindigen op verzoek,05_EIND_010,False,2013-03-21 15:28:09+00:00,05_EIND_010,terminate on request,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:28:02+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,voorlopige leges berekenen,16_LGSV_010,False,2013-03-21 15:28:09+00:00,16_LGSV_010,calculate provisional charges,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:28:02+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,fase aanvraag ontvangen,01_HOOFD_015,EMPTY,2013-03-21 15:28:09+00:00,01_HOOFD_015,phase application received,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:28:02+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,versturen ontvangstbevestiging,01_HOOFD_030_1,EMPTY,2013-03-21 15:34:38+00:00,01_HOOFD_030_1,send confirmation receipt,2013-03-22 14:28:02+00:00,complete,2013-03-21 14:34:19+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,EMPTY,2013-03-21 15:34:38+00:00,01_HOOFD_030_2,enter senddate acknowledgement,2013-03-22 14:34:19+00:00,complete,2013-03-21 14:34:19+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,doorsturen aan bevoegd gezag,02_DRZ_010,False,2013-03-21 15:34:38+00:00,02_DRZ_010,forward to the competent authority,2013-03-22 14:34:19+00:00,complete,2013-03-21 14:34:20+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,reguliere procedure zonder MER,04_BPT_005,False,2013-03-21 15:34:38+00:00,04_BPT_005,regular procedure without MER,2013-03-22 14:34:20+00:00,complete,2013-03-21 14:34:24+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,MER aanwezig,04_BPT_010,False,2013-03-21 15:34:38+00:00,04_BPT_010,MER present,2013-03-22 14:34:25+00:00,complete,2013-03-21 14:34:25+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,activiteiten reguliere procedure,04_BPT_020,Regulier,2013-03-21 15:34:38+00:00,04_BPT_020,activities regular procedure,2013-03-22 14:34:25+00:00,complete,2013-03-21 14:34:27+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,veld gefaseerde aanvraag uitlezen,04_BPT_029,EMPTY,2013-03-21 15:34:38+00:00,04_BPT_029,read field phased application,2013-03-22 14:34:27+00:00,complete,2013-03-21 14:34:27+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,WABOprocedure instellen,04_BPT_021,EMPTY,2013-03-21 15:34:38+00:00,04_BPT_021,start WABOprocedure,2013-03-22 14:34:27+00:00,complete,2013-03-21 14:34:27+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,gefaseerde aanvraag,04_BPT_030,False,2013-03-21 15:34:38+00:00,04_BPT_030,phased application,2013-03-22 14:34:28+00:00,complete,2013-03-21 14:34:34+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560530,procedurebevestiging aanmaken,01_HOOFD_065_0,False,2013-03-21 15:34:38+00:00,01_HOOFD_065_0,create procedure confirmation,2013-03-22 14:34:34+00:00,complete,2013-03-21 14:34:34+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,deelzaken volledigheid aanmaken,01_HOOFD_110_0,True,2013-06-04 00:00:00+00:00,01_HOOFD_110_0,create subcases completeness,2013-03-22 14:34:34+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,procedure verandering,01_HOOFD_180,False,2013-06-04 00:00:00+00:00,01_HOOFD_180,procedure change,2013-06-05 12:31:59+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,aanvraag volledig,08_AWB45_005,True,2013-06-04 00:00:00+00:00,08_AWB45_005,request complete,2013-06-05 12:31:59+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,procedureverandering na volledigheid,01_HOOFD_196,False,2013-06-04 00:00:00+00:00,01_HOOFD_196,procedure change after completeness,2013-06-05 12:32:20+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,brief in behandeling versturen,01_HOOFD_200,False,2013-06-04 00:00:00+00:00,01_HOOFD_200,send letter in progress,2013-06-05 12:35:36+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,procedure verandering,01_HOOFD_330,False,2013-06-04 00:00:00+00:00,01_HOOFD_330,procedure change,2013-06-05 12:36:20+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,artikel 34 WABO van toepassing,09_AH_I_010,False,2013-06-04 00:00:00+00:00,09_AH_I_010,article 34  WABO applies,2013-06-05 12:36:30+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,weigeringsgrond,01_HOOFD_380,False,2013-06-04 00:00:00+00:00,01_HOOFD_380,grounds for refusal,2013-06-05 12:36:31+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,belanghebbenden zienswijzen vragen,01_HOOFD_430,False,2013-06-04 00:00:00+00:00,01_HOOFD_430,ask stakeholders views,2013-06-05 12:36:31+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,aanhoudingsgrond van toepassing,11_AH_II_010,False,2013-06-04 00:00:00+00:00,11_AH_II_010,suspension ground applicable,2013-06-05 12:36:31+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,coördinatie van toepassing,13_CRD_010,False,2013-06-04 00:00:00+00:00,13_CRD_010,coordination of application,2013-06-05 12:36:32+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,van rechtswege,01_HOOFD_480,False,2013-06-04 00:00:00+00:00,01_HOOFD_480,by law,2013-06-05 12:36:32+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,False,2013-06-04 00:00:00+00:00,01_HOOFD_490_2,decision date prior to decision,2013-06-05 12:37:42+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,beschikking voorleggen,01_HOOFD_491,False,2013-06-04 00:00:00+00:00,01_HOOFD_491,submit decision,2013-06-05 13:12:57+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,registreren bezwaar beroepstermijn,01_HOOFD_500,42,2013-06-04 00:00:00+00:00,01_HOOFD_500,register objection and appeal periods,2013-06-05 13:13:23+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,definitieve leges berekenen,16_LGSD_010,False,2013-06-04 00:00:00+00:00,16_LGSD_010,calculate final charges,2013-06-05 13:13:23+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,True,2013-06-04 00:00:00+00:00,01_HOOFD_510_0,creating cover letter decision,2013-06-05 13:13:23+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,publicatie document aanmaken,01_HOOFD_519,False,2013-06-04 00:00:00+00:00,01_HOOFD_519,create publication document,2013-06-05 14:15:56+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_490_4,generating decision environmental permit,2013-06-05 12:37:42+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,inhoudelijke beoordeling afgerond,01_HOOFD_370,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_370,assessment of content completed,2013-06-05 12:36:30+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,instellen besluitstatus,01_HOOFD_490_1a,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_490_1a,set decision status,2013-06-05 12:36:33+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,behandelen deelzaken volledigheid,01_HOOFD_110_1,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_110_1,treat subcases completeness,2013-06-05 12:30:43+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_510_2a,start decision phase decision permitting sent,2013-06-05 14:15:52+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
560519,560519,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,EMPTY,2013-06-04 00:00:00+00:00,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2013-06-05 13:13:23+00:00,complete,2013-06-03 22:00:00+00:00,J,20466862,560519,2013-07-16 22:00:00+00:00,G,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",Regulier,Zaak afgehandeld,557669,2013-03-20 23:00:00+00:00,True,2893.176,20466907.0,,,,
